Order_ID,User_ID,Product_ID,"upid",Shipping_Address_ID,Credit_Card_ID,Subtotal,Tax_Cost,Shipping_Cost,Total_Cost,"date","Created_Date","Updated_Date","Status",Transaction_Number,Tracking_Number,"Tracking_Type","Notes"
606,90,8,"D",NULL,NULL,375,34,43,452,"2014-07-23 01:22:04","2014-07-23 01:22:04","2014-08-08 01:22:04","Received",9175846,802514488,"5","Enter Notes Here"
607,56,5,"F",NULL,NULL,14,1,28,43,"2014-07-23 02:49:22","2014-07-23 02:49:22","2014-08-03 02:49:22","Delivered",883164,459661518,"8","Enter Notes Here"
608,83,3,"A",NULL,NULL,38,3,68,109,"2014-07-23 07:28:17","2014-07-23 07:28:17","2014-08-30 07:28:17","Cancelled",3706813,126594445,"5","Enter Notes Here"
609,2,26,"F",NULL,NULL,438,39,87,564,"2014-07-23 09:39:34","2014-07-23 09:39:34","2014-08-19 09:39:34","Received",8126218,694166962,"3","Enter Notes Here"
610,90,14,"A",NULL,NULL,188,17,17,222,"2014-07-23 12:37:21","2014-07-23 12:37:21","2014-08-15 12:37:21","In Transit",5475242,756505611,"4","Enter Notes Here"
611,25,28,"B",NULL,NULL,357,32,38,427,"2014-07-23 15:54:40","2014-07-23 15:54:40","2014-09-04 15:54:40","Delivered",4729986,687836510,"7","Enter Notes Here"
612,103,33,"D",NULL,NULL,294,26,97,417,"2014-07-23 16:16:48","2014-07-23 16:16:48","2014-09-05 16:16:48","Delivered",361393,291183290,"6","Enter Notes Here"
613,63,37,"B",NULL,NULL,194,17,46,257,"2014-07-23 16:20:32","2014-07-23 16:20:32","2014-08-19 16:20:32","Received",5874156,726966074,"4","Enter Notes Here"
614,106,11,"E",NULL,NULL,470,42,31,543,"2014-07-23 16:29:01","2014-07-23 16:29:01","2014-07-30 16:29:01","Delivered",963772,209231274,"5","Enter Notes Here"
615,96,21,"C",NULL,NULL,362,33,54,449,"2014-07-24 06:49:38","2014-07-24 06:49:38","2014-08-14 06:49:38","Cancelled",2641565,799286504,"3","Enter Notes Here"
616,86,22,"G",NULL,NULL,415,37,59,511,"2014-07-24 12:21:25","2014-07-24 12:21:25","2014-09-04 12:21:25","Delivered",4559370,328985663,"5","Enter Notes Here"
617,66,27,"F",NULL,NULL,222,20,65,307,"2014-07-24 20:40:19","2014-07-24 20:40:19","2014-08-03 20:40:19","Delivered",2544417,120313912,"3","Enter Notes Here"
618,93,14,"E",NULL,NULL,107,10,62,179,"2014-07-24 22:47:24","2014-07-24 22:47:24","2014-08-15 22:47:24","Delivered",9008588,256977331,"1","Enter Notes Here"
619,56,41,"G",NULL,NULL,228,21,43,292,"2014-07-25 06:57:59","2014-07-25 06:57:59","2014-08-08 06:57:59","Delivered",2457716,62685967,"9","Enter Notes Here"
620,3,34,"F",NULL,NULL,422,38,100,560,"2014-07-25 09:43:09","2014-07-25 09:43:09","2014-08-18 09:43:09","Cancelled",7124605,469685745,"3","Enter Notes Here"
621,24,46,"D",NULL,NULL,401,36,75,512,"2014-07-25 09:59:56","2014-07-25 09:59:56","2014-08-06 09:59:56","In Transit",7612649,838898576,"8","Enter Notes Here"
622,1,23,"D",NULL,NULL,176,16,34,226,"2014-07-25 10:34:37","2014-07-25 10:34:37","2014-08-23 10:34:37","In Transit",6036924,823196267,"1","Enter Notes Here"
623,49,38,"D",NULL,NULL,469,42,67,578,"2014-07-25 11:54:33","2014-07-25 11:54:33","2014-08-23 11:54:33","In Transit",1998542,948053399,"8","Enter Notes Here"
624,12,47,"A",NULL,NULL,180,16,12,208,"2014-07-25 13:11:13","2014-07-25 13:11:13","2014-08-19 13:11:13","Cancelled",165479,830139010,"4","Enter Notes Here"
625,51,41,"A",NULL,NULL,384,35,29,448,"2014-07-25 15:00:39","2014-07-25 15:00:39","2014-08-31 15:00:39","In Transit",2979941,518259098,"5","Enter Notes Here"
626,128,22,"D",NULL,NULL,411,37,87,535,"2014-07-25 16:18:05","2014-07-25 16:18:05","2014-09-05 16:18:05","In Transit",9339891,870153939,"4","Enter Notes Here"
627,31,21,"E",NULL,NULL,438,39,48,525,"2014-07-26 01:32:01","2014-07-26 01:32:01","2014-08-16 01:32:01","Ready for Pickup",6009815,294162497,"2","Enter Notes Here"
628,124,4,"C",NULL,NULL,480,43,26,549,"2014-07-26 21:04:28","2014-07-26 21:04:28","2014-08-12 21:04:28","In Transit",3205982,682415736,"6","Enter Notes Here"
629,96,14,"B",NULL,NULL,76,7,63,146,"2014-07-26 22:43:41","2014-07-26 22:43:41","2014-08-27 22:43:41","In Transit",4209997,195327403,"4","Enter Notes Here"
630,8,31,"E",NULL,NULL,397,36,56,489,"2014-07-26 23:48:03","2014-07-26 23:48:03","2014-08-10 23:48:03","Delivered",3116965,828552888,"6","Enter Notes Here"
631,18,38,"E",NULL,NULL,85,8,95,188,"2014-07-27 02:37:20","2014-07-27 02:37:20","2014-08-29 02:37:20","Cancelled",9913276,52633284,"8","Enter Notes Here"
632,92,27,"E",NULL,NULL,75,7,16,98,"2014-07-27 08:18:22","2014-07-27 08:18:22","2014-08-25 08:18:22","In Transit",6151426,275224883,"5","Enter Notes Here"
633,31,2,"G",NULL,NULL,24,2,40,66,"2014-07-27 08:29:40","2014-07-27 08:29:40","2014-08-30 08:29:40","Delivered",9093854,125097948,"1","Enter Notes Here"
634,117,47,"G",NULL,NULL,365,33,47,445,"2014-07-27 10:11:02","2014-07-27 10:11:02","2014-09-08 10:11:02","In Transit",8455506,696603723,"4","Enter Notes Here"
635,53,33,"C",NULL,NULL,14,1,73,88,"2014-07-27 12:06:06","2014-07-27 12:06:06","2014-08-09 12:06:06","Received",4645309,55490448,"9","Enter Notes Here"
636,76,32,"G",NULL,NULL,48,4,19,71,"2014-07-28 02:25:41","2014-07-28 02:25:41","2014-08-17 02:25:41","Cancelled",9119766,553148467,"7","Enter Notes Here"
637,25,14,"C",NULL,NULL,411,37,100,548,"2014-07-28 07:15:08","2014-07-28 07:15:08","2014-08-09 07:15:08","Delivered",3508835,492539491,"2","Enter Notes Here"
638,92,48,"A",NULL,NULL,153,14,89,256,"2014-07-28 10:18:52","2014-07-28 10:18:52","2014-09-08 10:18:52","In Transit",303544,684989758,"3","Enter Notes Here"
639,109,26,"B",NULL,NULL,13,1,89,103,"2014-07-30 00:24:04","2014-07-30 00:24:04","2014-08-12 00:24:04","Received",1574587,257772878,"4","Enter Notes Here"
640,46,44,"A",NULL,NULL,475,43,75,593,"2014-07-30 00:36:55","2014-07-30 00:36:55","2014-09-09 00:36:55","In Transit",2222736,836733755,"1","Enter Notes Here"
641,47,37,"A",NULL,NULL,219,20,87,326,"2014-07-30 05:17:25","2014-07-30 05:17:25","2014-08-20 05:17:25","Delivered",4218046,512720894,"2","Enter Notes Here"
642,65,45,"G",NULL,NULL,480,43,44,567,"2014-07-30 05:19:10","2014-07-30 05:19:10","2014-08-11 05:19:10","Cancelled",9260503,382996888,"9","Enter Notes Here"
643,66,37,"E",NULL,NULL,478,43,15,536,"2014-07-30 10:44:53","2014-07-30 10:44:53","2014-09-12 10:44:53","Received",4365176,860157134,"2","Enter Notes Here"
644,87,38,"G",NULL,NULL,456,41,36,533,"2014-07-30 11:34:53","2014-07-30 11:34:53","2014-08-15 11:34:53","Received",9622519,410413571,"1","Enter Notes Here"
645,62,31,"D",NULL,NULL,143,13,13,169,"2014-07-30 13:50:09","2014-07-30 13:50:09","2014-09-06 13:50:09","Delivered",7411375,576628764,"9","Enter Notes Here"
646,12,26,"D",NULL,NULL,302,27,54,383,"2014-07-30 15:15:43","2014-07-30 15:15:43","2014-08-10 15:15:43","In Transit",9604346,855138626,"6","Enter Notes Here"
647,136,44,"B",NULL,NULL,143,13,35,191,"2014-07-30 19:46:16","2014-07-30 19:46:16","2014-08-15 19:46:16","Delivered",4773367,681204784,"6","Enter Notes Here"
648,125,3,"D",NULL,NULL,436,39,30,505,"2014-07-30 21:33:39","2014-07-30 21:33:39","2014-08-11 21:33:39","Delivered",8297672,386783223,"6","Enter Notes Here"
649,121,18,"C",NULL,NULL,30,3,84,117,"2014-07-31 02:50:11","2014-07-31 02:50:11","2014-08-23 02:50:11","In Transit",1578625,503056756,"9","Enter Notes Here"
650,73,25,"E",NULL,NULL,152,14,53,219,"2014-07-31 03:21:33","2014-07-31 03:21:33","2014-08-26 03:21:33","Received",8878234,48915558,"7","Enter Notes Here"
651,103,9,"F",NULL,NULL,453,41,35,529,"2014-07-31 14:53:18","2014-07-31 14:53:18","2014-08-10 14:53:18","Delivered",2849062,347405440,"8","Enter Notes Here"
652,110,39,"D",NULL,NULL,372,33,48,453,"2014-07-31 16:16:26","2014-07-31 16:16:26","2014-08-26 16:16:26","Delivered",4543022,956417638,"5","Enter Notes Here"
653,112,50,"C",NULL,NULL,212,19,80,311,"2014-07-31 17:49:59","2014-07-31 17:49:59","2014-09-04 17:49:59","Delivered",2291444,460365849,"8","Enter Notes Here"
654,91,7,"G",NULL,NULL,393,35,82,510,"2014-07-31 20:46:48","2014-07-31 20:46:48","2014-09-07 20:46:48","Delivered",5334636,844239039,"1","Enter Notes Here"
655,93,9,"E",NULL,NULL,109,10,21,140,"2014-08-01 00:30:03","2014-08-01 00:30:03","2014-09-12 00:30:03","Cancelled",9357317,481135235,"8","Enter Notes Here"
656,76,36,"G",NULL,NULL,289,26,87,402,"2014-08-01 02:34:15","2014-08-01 02:34:15","2014-08-26 02:34:15","In Transit",1737255,395928245,"2","Enter Notes Here"
657,119,3,"F",NULL,NULL,335,30,43,408,"2014-08-01 03:43:49","2014-08-01 03:43:49","2014-08-17 03:43:49","Delivered",9710159,426589783,"4","Enter Notes Here"
658,67,39,"G",NULL,NULL,60,5,29,94,"2014-08-01 08:10:07","2014-08-01 08:10:07","2014-08-13 08:10:07","Delivered",7853242,41391460,"1","Enter Notes Here"
659,27,25,"D",NULL,NULL,92,8,31,131,"2014-08-01 10:27:38","2014-08-01 10:27:38","2014-09-07 10:27:38","In Transit",2698694,105359480,"4","Enter Notes Here"
660,58,26,"F",NULL,NULL,100,9,78,187,"2014-08-01 13:03:26","2014-08-01 13:03:26","2014-08-26 13:03:26","Received",7267200,11808573,"1","Enter Notes Here"
661,94,37,"F",NULL,NULL,120,11,19,150,"2014-08-01 16:09:18","2014-08-01 16:09:18","2014-09-07 16:09:18","Delivered",7817110,424882930,"8","Enter Notes Here"
662,90,1,"C",NULL,NULL,70,6,17,93,"2014-08-01 19:08:49","2014-08-01 19:08:49","2014-08-25 19:08:49","Delivered",3188634,701084538,"9","Enter Notes Here"
663,126,29,"A",NULL,NULL,436,39,79,554,"2014-08-01 20:44:22","2014-08-01 20:44:22","2014-09-17 20:44:22","Delivered",9110158,373157681,"8","Enter Notes Here"
664,70,19,"E",NULL,NULL,109,10,65,184,"2014-08-01 21:31:51","2014-08-01 21:31:51","2014-08-17 21:31:51","Delivered",2369540,628891759,"1","Enter Notes Here"
665,96,43,"F",NULL,NULL,481,43,78,602,"2014-08-02 00:41:19","2014-08-02 00:41:19","2014-09-05 00:41:19","Ready for Pickup",7300145,85819871,"8","Enter Notes Here"
666,10,25,"E",NULL,NULL,237,21,58,316,"2014-08-02 06:50:12","2014-08-02 06:50:12","2014-09-02 06:50:12","Delivered",3293176,652623804,"1","Enter Notes Here"
667,75,47,"C",NULL,NULL,265,24,73,362,"2014-08-02 09:39:26","2014-08-02 09:39:26","2014-08-25 09:39:26","Ready for Pickup",3493634,542153570,"7","Enter Notes Here"
668,58,7,"D",NULL,NULL,76,7,95,178,"2014-08-02 11:47:43","2014-08-02 11:47:43","2014-08-25 11:47:43","In Transit",8427260,755838940,"8","Enter Notes Here"
669,12,7,"A",NULL,NULL,180,16,94,290,"2014-08-02 13:04:04","2014-08-02 13:04:04","2014-08-23 13:04:04","Delivered",246330,442168639,"8","Enter Notes Here"
670,116,19,"D",NULL,NULL,97,9,17,123,"2014-08-02 21:06:40","2014-08-02 21:06:40","2014-08-18 21:06:40","Delivered",8007410,93935772,"9","Enter Notes Here"
671,32,41,"F",NULL,NULL,451,41,34,526,"2014-08-02 23:27:18","2014-08-02 23:27:18","2014-09-07 23:27:18","Cancelled",7816906,938441787,"4","Enter Notes Here"
672,63,32,"E",NULL,NULL,386,35,45,466,"2014-08-03 02:11:56","2014-08-03 02:11:56","2014-09-16 02:11:56","Delivered",8469390,468651296,"7","Enter Notes Here"
673,65,13,"F",NULL,NULL,254,23,92,369,"2014-08-03 04:00:07","2014-08-03 04:00:07","2014-08-14 04:00:07","Delivered",1523396,623647417,"3","Enter Notes Here"
674,120,12,"A",NULL,NULL,235,21,49,305,"2014-08-03 06:10:58","2014-08-03 06:10:58","2014-09-12 06:10:58","Delivered",8255323,96563714,"9","Enter Notes Here"
675,110,40,"D",NULL,NULL,10,1,12,23,"2014-08-03 08:22:17","2014-08-03 08:22:17","2014-08-26 08:22:17","Delivered",5464252,625280814,"8","Enter Notes Here"
676,4,48,"B",NULL,NULL,88,8,27,123,"2014-08-03 09:26:27","2014-08-03 09:26:27","2014-09-07 09:26:27","Delivered",8566192,249671715,"4","Enter Notes Here"
677,42,36,"F",NULL,NULL,404,36,89,529,"2014-08-03 11:44:39","2014-08-03 11:44:39","2014-09-11 11:44:39","Received",6656299,147514919,"7","Enter Notes Here"
678,58,41,"D",NULL,NULL,245,22,23,290,"2014-08-03 13:14:38","2014-08-03 13:14:38","2014-08-21 13:14:38","Delivered",9498538,269110568,"7","Enter Notes Here"
679,78,42,"D",NULL,NULL,282,25,52,359,"2014-08-03 18:13:00","2014-08-03 18:13:00","2014-09-20 18:13:00","Delivered",7001147,911288967,"1","Enter Notes Here"
680,10,7,"G",NULL,NULL,416,37,99,552,"2014-08-03 21:05:43","2014-08-03 21:05:43","2014-09-12 21:05:43","In Transit",5559862,716987798,"3","Enter Notes Here"
681,1,4,"A",NULL,NULL,51,5,35,91,"2014-08-03 21:29:30","2014-08-03 21:29:30","2014-08-31 21:29:30","Received",6560810,118697856,"1","Enter Notes Here"
682,84,17,"F",NULL,NULL,266,24,80,370,"2014-08-04 02:53:38","2014-08-04 02:53:38","2014-08-11 02:53:38","Delivered",9041133,917891809,"7","Enter Notes Here"
683,115,26,"F",NULL,NULL,49,4,91,144,"2014-08-04 03:05:04","2014-08-04 03:05:04","2014-08-19 03:05:04","Delivered",945856,304474595,"8","Enter Notes Here"
684,120,3,"A",NULL,NULL,372,33,40,445,"2014-08-04 03:22:47","2014-08-04 03:22:47","2014-09-11 03:22:47","Received",2159959,291008799,"7","Enter Notes Here"
685,51,25,"B",NULL,NULL,447,40,71,558,"2014-08-04 06:05:09","2014-08-04 06:05:09","2014-09-13 06:05:09","In Transit",3045111,807607545,"6","Enter Notes Here"
686,99,25,"F",NULL,NULL,199,18,89,306,"2014-08-04 18:24:59","2014-08-04 18:24:59","2014-09-21 18:24:59","Delivered",5069350,361182421,"8","Enter Notes Here"
687,58,41,"A",NULL,NULL,472,42,19,533,"2014-08-04 21:12:37","2014-08-04 21:12:37","2014-09-11 21:12:37","Cancelled",7043713,690053766,"2","Enter Notes Here"
688,125,50,"E",NULL,NULL,332,30,41,403,"2014-08-04 21:25:31","2014-08-04 21:25:31","2014-09-07 21:25:31","Delivered",533668,625518065,"4","Enter Notes Here"
689,72,12,"C",NULL,NULL,114,10,83,207,"2014-08-04 22:58:34","2014-08-04 22:58:34","2014-08-17 22:58:34","Delivered",3252932,672001542,"2","Enter Notes Here"
690,128,17,"C",NULL,NULL,361,32,56,449,"2014-08-04 23:42:19","2014-08-04 23:42:19","2014-08-11 23:42:19","In Transit",7027191,919506953,"6","Enter Notes Here"
691,77,17,"E",NULL,NULL,425,38,56,519,"2014-08-05 00:16:05","2014-08-05 00:16:05","2014-09-22 00:16:05","Delivered",9635320,984697025,"8","Enter Notes Here"
692,36,50,"B",NULL,NULL,396,36,73,505,"2014-08-05 05:15:43","2014-08-05 05:15:43","2014-09-19 05:15:43","Delivered",5272607,579686632,"8","Enter Notes Here"
693,123,40,"F",NULL,NULL,478,43,98,619,"2014-08-05 05:37:07","2014-08-05 05:37:07","2014-08-29 05:37:07","Delivered",1683938,206128165,"9","Enter Notes Here"
694,105,28,"A",NULL,NULL,56,5,37,98,"2014-08-05 10:44:37","2014-08-05 10:44:37","2014-08-14 10:44:37","Received",2381869,291253987,"6","Enter Notes Here"
695,58,37,"B",NULL,NULL,408,37,28,473,"2014-08-05 14:14:07","2014-08-05 14:14:07","2014-09-10 14:14:07","In Transit",3052645,687976978,"1","Enter Notes Here"
696,66,24,"A",NULL,NULL,71,6,91,168,"2014-08-06 00:45:03","2014-08-06 00:45:03","2014-08-26 00:45:03","Ready for Pickup",475509,25328155,"6","Enter Notes Here"
697,13,20,"G",NULL,NULL,377,34,81,492,"2014-08-06 04:58:42","2014-08-06 04:58:42","2014-08-28 04:58:42","Delivered",2964359,666545917,"1","Enter Notes Here"
698,47,21,"G",NULL,NULL,71,6,75,152,"2014-08-06 09:48:07","2014-08-06 09:48:07","2014-09-01 09:48:07","Cancelled",5827804,242912607,"2","Enter Notes Here"
699,90,19,"F",NULL,NULL,218,20,69,307,"2014-08-06 16:17:24","2014-08-06 16:17:24","2014-08-20 16:17:24","Delivered",3596341,397153913,"3","Enter Notes Here"
700,57,24,"B",NULL,NULL,281,25,48,354,"2014-08-06 16:48:11","2014-08-06 16:48:11","2014-08-29 16:48:11","Delivered",6599345,298154456,"8","Enter Notes Here"
701,103,46,"C",NULL,NULL,449,40,39,528,"2014-08-06 16:51:37","2014-08-06 16:51:37","2014-09-02 16:51:37","In Transit",8730250,656331065,"6","Enter Notes Here"
702,50,26,"F",NULL,NULL,151,14,32,197,"2014-08-06 19:44:14","2014-08-06 19:44:14","2014-08-19 19:44:14","Delivered",6265053,492455655,"6","Enter Notes Here"
703,41,4,"E",NULL,NULL,374,34,31,439,"2014-08-06 21:02:21","2014-08-06 21:02:21","2014-08-24 21:02:21","Delivered",9538738,448352517,"4","Enter Notes Here"
704,87,17,"G",NULL,NULL,38,3,18,59,"2014-08-07 01:48:42","2014-08-07 01:48:42","2014-08-27 01:48:42","Ready for Pickup",4237973,515980911,"5","Enter Notes Here"
705,32,17,"C",NULL,NULL,134,12,35,181,"2014-08-07 02:53:24","2014-08-07 02:53:24","2014-08-26 02:53:24","Received",4648393,865935664,"9","Enter Notes Here"
706,4,33,"D",NULL,NULL,439,40,97,576,"2014-08-07 07:08:24","2014-08-07 07:08:24","2014-08-25 07:08:24","In Transit",6135712,625569150,"5","Enter Notes Here"
707,23,7,"D",NULL,NULL,18,2,34,54,"2014-08-07 07:36:08","2014-08-07 07:36:08","2014-08-15 07:36:08","In Transit",1943769,647458448,"2","Enter Notes Here"
708,49,27,"D",NULL,NULL,141,13,82,236,"2014-08-07 09:45:14","2014-08-07 09:45:14","2014-08-18 09:45:14","Received",7199904,996431506,"9","Enter Notes Here"
709,135,3,"F",NULL,NULL,71,6,89,166,"2014-08-07 11:37:38","2014-08-07 11:37:38","2014-08-23 11:37:38","Delivered",4297130,43141423,"8","Enter Notes Here"
710,131,35,"G",NULL,NULL,324,29,29,382,"2014-08-08 02:18:49","2014-08-08 02:18:49","2014-08-15 02:18:49","Delivered",7598238,763920302,"8","Enter Notes Here"
711,21,27,"F",NULL,NULL,252,23,18,293,"2014-08-08 10:18:25","2014-08-08 10:18:25","2014-09-11 10:18:25","In Transit",3691953,600987818,"5","Enter Notes Here"
712,116,47,"F",NULL,NULL,404,36,54,494,"2014-08-09 00:03:32","2014-08-09 00:03:32","2014-08-24 00:03:32","Delivered",4645338,680963295,"1","Enter Notes Here"
713,57,11,"B",NULL,NULL,466,42,32,540,"2014-08-09 05:06:19","2014-08-09 05:06:19","2014-08-20 05:06:19","Delivered",1672821,431065394,"5","Enter Notes Here"
714,68,46,"G",NULL,NULL,375,34,73,482,"2014-08-09 06:40:54","2014-08-09 06:40:54","2014-08-22 06:40:54","Delivered",9608422,681253412,"5","Enter Notes Here"
715,22,40,"G",NULL,NULL,472,42,88,602,"2014-08-09 08:14:30","2014-08-09 08:14:30","2014-09-01 08:14:30","Delivered",3171035,67769061,"6","Enter Notes Here"
716,142,18,"D",NULL,NULL,114,10,87,211,"2014-08-09 08:36:48","2014-08-09 08:36:48","2014-09-26 08:36:48","Delivered",5732193,921004539,"8","Enter Notes Here"
717,44,42,"A",NULL,NULL,250,23,31,304,"2014-08-09 11:01:54","2014-08-09 11:01:54","2014-08-23 11:01:54","Delivered",5761297,86980318,"3","Enter Notes Here"
718,30,43,"D",NULL,NULL,394,35,91,520,"2014-08-09 17:36:31","2014-08-09 17:36:31","2014-08-17 17:36:31","Delivered",1240566,252111593,"3","Enter Notes Here"
719,52,20,"C",NULL,NULL,427,38,86,551,"2014-08-09 19:25:05","2014-08-09 19:25:05","2014-08-21 19:25:05","Cancelled",6553730,536221105,"4","Enter Notes Here"
720,144,38,"C",NULL,NULL,360,32,80,472,"2014-08-09 19:40:52","2014-08-09 19:40:52","2014-08-27 19:40:52","Cancelled",6353086,667592373,"9","Enter Notes Here"
721,142,2,"G",NULL,NULL,140,13,76,229,"2014-08-09 20:17:05","2014-08-09 20:17:05","2014-08-16 20:17:05","Delivered",7822503,646082348,"9","Enter Notes Here"
722,69,9,"B",NULL,NULL,463,42,80,585,"2014-08-09 21:34:42","2014-08-09 21:34:42","2014-09-21 21:34:42","Ready for Pickup",2775451,500465057,"1","Enter Notes Here"
723,38,2,"D",NULL,NULL,78,7,96,181,"2014-08-09 22:33:39","2014-08-09 22:33:39","2014-09-23 22:33:39","Delivered",9795845,957951956,"9","Enter Notes Here"
724,33,8,"E",NULL,NULL,174,16,56,246,"2014-08-09 22:39:53","2014-08-09 22:39:53","2014-09-24 22:39:53","In Transit",5620428,562237203,"8","Enter Notes Here"
725,31,33,"G",NULL,NULL,113,10,24,147,"2014-08-10 07:00:35","2014-08-10 07:00:35","2014-09-06 07:00:35","Cancelled",8857573,916133918,"2","Enter Notes Here"
726,112,43,"G",NULL,NULL,414,37,93,544,"2014-08-10 07:31:00","2014-08-10 07:31:00","2014-09-10 07:31:00","In Transit",9681966,827375823,"3","Enter Notes Here"
727,17,40,"C",NULL,NULL,237,21,83,341,"2014-08-10 19:04:00","2014-08-10 19:04:00","2014-09-08 19:04:00","Delivered",7366540,434124748,"6","Enter Notes Here"
728,99,3,"F",NULL,NULL,470,42,54,566,"2014-08-11 02:55:21","2014-08-11 02:55:21","2014-08-21 02:55:21","Cancelled",7378833,499549391,"9","Enter Notes Here"
729,49,44,"D",NULL,NULL,469,42,27,538,"2014-08-11 04:34:31","2014-08-11 04:34:31","2014-08-24 04:34:31","Delivered",4891453,635631999,"2","Enter Notes Here"
730,115,32,"G",NULL,NULL,174,16,24,214,"2014-08-11 09:35:54","2014-08-11 09:35:54","2014-09-12 09:35:54","In Transit",338468,418301770,"3","Enter Notes Here"
731,23,31,"C",NULL,NULL,344,31,56,431,"2014-08-11 09:56:20","2014-08-11 09:56:20","2014-09-05 09:56:20","Received",5999546,666631138,"8","Enter Notes Here"
732,5,8,"A",NULL,NULL,309,28,31,368,"2014-08-11 10:58:56","2014-08-11 10:58:56","2014-09-26 10:58:56","Delivered",5046709,977524565,"2","Enter Notes Here"
733,2,39,"G",NULL,NULL,97,9,51,157,"2014-08-11 11:02:24","2014-08-11 11:02:24","2014-09-24 11:02:24","Ready for Pickup",3679851,653680477,"5","Enter Notes Here"
734,18,8,"C",NULL,NULL,93,8,77,178,"2014-08-11 11:39:25","2014-08-11 11:39:25","2014-09-16 11:39:25","Delivered",2319180,115319120,"3","Enter Notes Here"
735,73,36,"D",NULL,NULL,377,34,82,493,"2014-08-11 11:57:33","2014-08-11 11:57:33","2014-09-05 11:57:33","Cancelled",2887455,270288791,"1","Enter Notes Here"
736,69,41,"B",NULL,NULL,454,41,81,576,"2014-08-11 16:14:53","2014-08-11 16:14:53","2014-09-15 16:14:53","In Transit",8192887,856871702,"5","Enter Notes Here"
737,32,34,"C",NULL,NULL,198,18,97,313,"2014-08-11 20:16:11","2014-08-11 20:16:11","2014-09-26 20:16:11","In Transit",4946322,857490993,"9","Enter Notes Here"
738,96,20,"A",NULL,NULL,402,36,10,448,"2014-08-12 03:26:16","2014-08-12 03:26:16","2014-09-20 03:26:16","Ready for Pickup",6940643,369302954,"7","Enter Notes Here"
739,104,37,"D",NULL,NULL,194,17,18,229,"2014-08-12 03:46:19","2014-08-12 03:46:19","2014-09-17 03:46:19","In Transit",365557,822182911,"3","Enter Notes Here"
740,80,27,"B",NULL,NULL,140,13,94,247,"2014-08-12 06:58:27","2014-08-12 06:58:27","2014-09-19 06:58:27","In Transit",2402422,56905749,"3","Enter Notes Here"
741,121,32,"E",NULL,NULL,287,26,27,340,"2014-08-12 06:58:28","2014-08-12 06:58:28","2014-09-24 06:58:28","In Transit",1801988,585363742,"1","Enter Notes Here"
742,8,29,"D",NULL,NULL,359,32,51,442,"2014-08-12 09:48:13","2014-08-12 09:48:13","2014-08-30 09:48:13","Delivered",2112444,574854194,"7","Enter Notes Here"
743,123,20,"E",NULL,NULL,93,8,70,171,"2014-08-12 10:03:56","2014-08-12 10:03:56","2014-08-29 10:03:56","In Transit",674244,785685504,"8","Enter Notes Here"
744,130,37,"F",NULL,NULL,270,24,57,351,"2014-08-12 15:52:59","2014-08-12 15:52:59","2014-08-23 15:52:59","In Transit",6865594,561555457,"4","Enter Notes Here"
745,29,30,"A",NULL,NULL,433,39,18,490,"2014-08-12 19:22:44","2014-08-12 19:22:44","2014-09-15 19:22:44","Delivered",2874005,559508271,"2","Enter Notes Here"
746,138,28,"D",NULL,NULL,238,21,35,294,"2014-08-12 21:52:30","2014-08-12 21:52:30","2014-09-27 21:52:30","Delivered",4916499,758518843,"6","Enter Notes Here"
747,29,12,"A",NULL,NULL,119,11,38,168,"2014-08-12 22:58:44","2014-08-12 22:58:44","2014-09-02 22:58:44","In Transit",5825575,452175737,"2","Enter Notes Here"
748,10,34,"E",NULL,NULL,191,17,41,249,"2014-08-13 08:59:31","2014-08-13 08:59:31","2014-09-28 08:59:31","In Transit",4273014,424287574,"7","Enter Notes Here"
749,11,4,"D",NULL,NULL,384,35,98,517,"2014-08-13 12:05:21","2014-08-13 12:05:21","2014-09-23 12:05:21","Delivered",1761860,217849892,"5","Enter Notes Here"
750,87,9,"C",NULL,NULL,193,17,52,262,"2014-08-13 16:31:20","2014-08-13 16:31:20","2014-08-24 16:31:20","In Transit",4628101,275038219,"2","Enter Notes Here"
751,131,6,"C",NULL,NULL,457,41,50,548,"2014-08-13 18:12:50","2014-08-13 18:12:50","2014-09-17 18:12:50","Delivered",9170519,754665087,"4","Enter Notes Here"
752,64,20,"B",NULL,NULL,194,17,98,309,"2014-08-14 09:49:14","2014-08-14 09:49:14","2014-09-15 09:49:14","Delivered",7609939,978818643,"7","Enter Notes Here"
753,73,1,"A",NULL,NULL,396,36,40,472,"2014-08-14 19:59:01","2014-08-14 19:59:01","2014-08-27 19:59:01","Received",4651739,160850487,"7","Enter Notes Here"
754,131,37,"D",NULL,NULL,447,40,92,579,"2014-08-14 20:49:22","2014-08-14 20:49:22","2014-09-17 20:49:22","In Transit",9831245,857626212,"4","Enter Notes Here"
755,136,7,"G",NULL,NULL,446,40,81,567,"2014-08-14 23:31:03","2014-08-14 23:31:03","2014-09-23 23:31:03","In Transit",8579726,597573455,"2","Enter Notes Here"
756,81,22,"F",NULL,NULL,373,34,46,453,"2014-08-15 05:29:44","2014-08-15 05:29:44","2014-09-22 05:29:44","Cancelled",3226003,96270213,"1","Enter Notes Here"
757,151,46,"B",NULL,NULL,30,3,35,68,"2014-08-15 08:36:57","2014-08-15 08:36:57","2014-09-07 08:36:57","In Transit",2248930,533593092,"8","Enter Notes Here"
